Yloc,Xloc,Count
-27.48,153.012,107
-37.67027731,144.84885733,107
-33.8765,151.203,107
-42.87525,147.3823899,106
-37.8167,144.9,106
-31.86565333,115.97227,106
-33.8793831,151.2063904,106
-33.9017,151.2,106
-33.94,151.25,106
-33.8402735,151.20740818,106
-34.94373,138.60726,105
-35.0762,138.87676,105
-37.809,144.874,105
-37.8156654,144.9663685,105
-37.90971,144.99783,105
-37.81233,144.93599,105
-37.67061458,144.84849214,105
-37.8210713,144.97765174,105
-31.982,115.863,105
-31.9771,115.7805,105
-33.87483,151.216,105
-33.96592701,151.08889396,105
-33.8667,151.1,105
-27.46340831,153.01806417,104
-37.6,144.95,104
-33.87460228,151.20635748,104
-37.82,144.96,103
-31.8616,115.785,103
-33.88444652,151.19327259,103
-33.99856095,150.74061871,103
-33.92521,151.25641,103
-33.897,151.1793,103
-27.49713521,153.01442151,102
-37.81219119,144.96193886,102
-37.90779,145.35672,102
-37.921,145.067,102
-31.9602749,115.8803059,102
-33.8832499,151.21645,102
-33.86675,151.19579,102
-33.937133,151.165805,102
-27.60518865,152.89368718,101
-42.88647311,147.33202695,101
-37.8333,144.967,101
-37.7964211,144.9237061,101
-37.81835833,144.95241667,101
-33.87001823,151.20297711,101
-33.86991104,151.19849048,101
-27.2337438,153.05104427,100
-37.7945,144.93,100
-37.8174788,144.96967905,100
-37.82034993,144.9997396,100
-33.9833,151.133,100
-27.468905,153.025315,99
-37.7667,144.917,99
-37.82055556,144.96888889,99
-31.95546,115.85714,99
-31.94831446,115.85986693,99
-33.7735,151.29289,99
-33.87205464,151.20717287,99
-33.8922195,151.2511597,99
-27.4833,153.25,98
-27.4711706,153.0154832,98
-37.84972699,144.99367114,98
-37.7883,144.932,98
-37.76256758,144.97315229,98
-37.823,144.998,98
-33.87826,151.16171,98
-33.86956964,151.20184478,98
-27.36542453,153.03000825,97
-27.35,152.983,97
-37.8404,145.2664,97
-32.12816958,116.01514366,97
-33.86106836,151.21171244,97
-34.01781707,151.06840759,97
-33.88464,151.23015,97
-27.3841697,153.1194597,96
-37.6703659,144.84994905,96
-33.936539,151.167895,96
-33.9684632,151.1254858,96
-27.48643531,153.19963541,95
-27.44787,153.03024,95
-37.9167,144.8,95
-37.84021,144.99526,95
-37.80256568,145.00345348,95
-37.76756,144.98003,95
-37.8121682,144.93755902,95
-37.8149299,144.96509,95
-37.76,145.007,95
-37.847599,144.9938354,95
-37.854,144.988,95
-34.05505,150.82133,95
-33.8889,151.1249,95
-33.96163102,151.15573224,95
-33.84345686,151.24152207,95
-27.36474,153.05271,94
-42.89565,147.2367484,94
-37.8975099,145.00288,94
-38.07176203,145.42308457,94
-37.91246786,144.9924469,94
-38.0333,145.117,94
-31.79559,115.9786,94
-33.84459741,151.06767294,94
-34.9303013,138.62045646,93
-27.4713688,153.017395,93
-37.77603866,144.97234098,93
-37.8101,144.976,93
-37.75,145.07,93
-31.82207,115.74194,93
-32.0993,115.819,93
-33.87998,151.21527,93
-33.727,151.286,93
-27.4691825,153.05449621,92
-35.2038307,149.0285339,92
-32.000444,115.891598,92
-33.93659793,151.16551972,92
-33.93619803,151.16527734,92
-33.87291,151.21687,92
-33.6781421,151.303387,92
-34.95523,138.60825,91
-35.28787,149.06904802,91
-37.81541,144.9676,91
-37.82308333,144.96914667,91
-37.8158,144.971,91
-37.8166,144.897,91
-31.8947,115.76,91
-33.89253753,151.24944188,91
-33.8774985,151.2051987,91
-33.8694599,151.20691,91
-34.930466,138.620609,90
-27.45833979,153.03489447,90
-37.95,145,90
-37.79732,144.98236,90
-37.72785,145.07013,90
-37.78300167,145.31453788,90
-33.87014755,151.2083144,90
-33.87915,151.20747,90
-33.8464699,151.04325,90
-27.4694,153.046,89
-27.51249,153.14674,89
-37.7833,144.883,89
-37.73972,144.94539,89
-37.82022366,144.9655294,89
-37.88849,145.08177,89
-37.776,144.974,89
-37.9508,145.167,89
-32.05595725,115.74905228,89
-33.87192,151.22723,89
-33.8167,150.967,89
-35.2692,149.1592,88
-37.9096203,144.9855902,88
-37.81392,144.97278,88
-37.8823,144.7,88
-37.87771044,145.0389762,88
-37.7541,145.001,88
-33.86649311,151.20734188,88
-33.87071,151.19482,88
-33.90406383,151.13953792,88
-33.7049,151.09901,88
-27.33868,152.962,87
-27.2008,153.11,87
-27.4358,153.542,87
-27.45235,153.04204,87
-42.9117,147.339,87
-33.8883028,151.16677538,87
-33.87330995,151.20680918,87
-33.87206131,151.2076103,87
-33.92055585,151.25394249,87
-37.81558,144.95307,86
-37.7636,144.944,86
-37.82106819,144.97792472,86
-31.6628,115.79,86
-33.90283021,151.21484721,86
-33.86833,151.20863,86
-33.6318,151.3179,86
-33.93475964,151.17967776,86
-34.2735,150.9596,86
-33.80383552,150.86857848,86
-33.86553882,151.20265254,86
-33.87198,151.19909,86
-34.91959298,138.59794421,85
-27.4787,153.023,85
-37.79762791,144.97871876,85
-37.7815208,144.9776001,85
-37.784,144.972,85
-32.295,115.706,85
-31.9751,115.82079,85
-33.90304879,151.20075703,85
-33.6667,151.3,85
-34.92352471,138.56906242,84
-34.93860981,138.5376893,84
-34.92191089,138.59284983,84
-27.45167,153.06289,84
-38.1,145.133,84
-37.7831221,145.3144724,84
-37.81674,144.96681,84
-37.8667,144.833,84
-37.7542,145.001,84
-33.89649464,151.22088432,84
-33.8636629,151.20886803,84
-34.90029248,138.54628253,83
-35.3167,149.0114,83
-37.81738,145.1206,83
-37.76330224,144.97316389,83
-37.74602724,144.96588707,83
-37.91801347,144.98701862,83
-31.9513272,115.8902508,83
-33.84622739,151.17296112,83
-33.7814,151.291,83
-33.88211,151.23136,83
-33.98028201,151.23906242,83
-33.596625,151.323879,83
-34.92638,138.59588,82
-34.933,138.62,82
-34.9189,138.575,82
-27.47,153.03,82
-27.47101,153.01557,82
-27.4707478,153.0168619,82
-37.8,145.283,82
-37.8829,145.289,82
-37.8239889,144.97474909,82
-31.97592,115.7852,82
-33.89706,151.17834,82
-33.83965,151.20541,82
-33.70174626,150.96759713,82
-33.85322515,151.06942516,82
-27.47834544,153.02314558,81
-37.8172861,144.96761792,81
-37.65,145.517,81
-31.97631024,115.85331676,81
-33.88703702,151.24035531,81
-33.94048385,151.07747288,81
-33.89071714,151.28213663,81
-33.89385637,151.1917005,81
-34.9167,138.65,80
-34.8675799,138.5167899,80
-27.44288324,153.17499036,80
-37.82346239,144.95786104,80
-37.8833,145.133,80
-37.95597,145.0411499,80
-37.76979,144.96164,80
-37.84953,144.99214,80
-37.81,144.894,80
-37.82503242,144.95028642,80
-37.77329947,144.82963582,80
-31.94153,115.86372,80
-33.92899327,150.88256121,80
-33.8839396,151.20691169,80
-34.0167,151.1,80
-34.9256,138.59884,79
-27.45217054,153.02953005,79
-27.8781891,153.3690643,79
-35.29290798,149.1210539,79
-37.80215487,144.98588562,79
-37.82249103,144.9600926,79
-37.81204,144.96804,79
-31.9616292,115.83246231,79
-31.98553,115.77796,79
-31.93554,115.84195,79
-33.7902,151.28461,79
-33.8684299,151.20569,79
-33.86766,151.21093,79
-33.6833,151.017,79
-33.84445176,151.06709706,79
-34.90737343,138.56944889,78
-34.92029,138.49442,78
-35.31167767,149.14609047,78
-37.86225101,144.99941061,78
-38.23239,145.0569099,78
-37.879,145.283,78
-37.84094788,145.00807214,78
-31.93899368,115.86332748,78
-33.87773,151.21925,78
-33.87501,150.6888899,78
-33.88826563,151.27794027,78
-33.8743896,151.214035,78
-33.87717587,151.24317288,78
-33.81185,150.86609,78
-33.86333294,151.2168233,78
-34.83843476,138.48175297,77
-34.9601,138.62632,77
-27.52004193,153.19041699,77
-27.5134854,153.2372769,77
-27.36246,153.01755,77
-37.81353887,144.96243238,77
-37.8183,144.973,77
-37.83891,144.99133,77
-32.1229568,116.10171843,77
-33.89148307,151.25084569,77
-34.92285072,138.60280752,76
-34.929,138.601,76
-37.8020799,144.98354,76
-37.98177208,145.06503376,76
-37.8333,145.067,76
-37.86394314,144.84566788,76
-37.87103,144.83733,76
-32.3343,115.812,76
-31.96406,115.87948,76
-33.88903156,151.24049664,76
-33.71023042,151.30081478,76
-33.84315568,151.06749977,76
-34.92604,138.5993499,75
-34.92012675,138.4936516,75
-27.2342,153.021,75
-27.46636,153.04692,75
-35.28488,149.13408,75
-37.8425,144.99522,75
-37.7,144.867,75
-37.80594,144.98775,75
-37.807376,144.956154,75
-37.7695503,145.028595,75
-37.81664576,144.96940403,75
-31.94444444,115.83,75
-31.86565146,115.97217064,75
-33.93356372,151.21228934,75
-33.6667,151.317,75
-33.8760151,151.22584,75
-34.90793881,138.57395086,74
-27.44443292,153.04509326,74
-27.4753,153.021,74
-27.4674129,153.0300903,74
-27.16183446,153.3695772,74
-37.81611,144.88712,74
-37.6710844,144.84753167,74
-37.822222,144.987778,74
-37.85292,144.86245,74
-37.7791,145.018,74
-37.81473,144.9659,74
-37.78874273,144.91297245,74
-33.85418125,151.20789206,74
-33.71643,151.30058,74
-33.8904095,151.1756657,74
-35.0167,138.517,73
-34.92232,138.5918299,73
-27.5,152.933,73
-27.45709328,153.03501228,73
-27.73000361,153.20921509,73
-35.25,149.433,73
-37.7988663,144.9781952,73
-37.80005,144.9008,73
-37.8153,144.96984,73
-37.79129167,144.82104328,73
-37.81199,144.96521,73
-37.81561,144.97035,73
-37.8168,144.9622,73
-37.81789,144.9652,73
-31.94894118,115.85930476,73
-33.90773911,151.22333854,73
-33.89504,151.25078,73
-33.58,151.33,73
-33.88599,151.27286,73
-34.928621,138.599959,72
-27.52342,152.88632,72
-35.0129,149.128,72
-37.8048515,144.9486301,72
-37.788057,145.005844,72
-31.94707221,115.86042434,72
-33.82059687,151.18558968,72
-33.8915,151.138,72
-33.9667,151.2,72
-33.81771,151.00212,72
-33.77480202,151.11389837,72
-34.04106,151.10431,72
-33.96577257,151.1051817,72
-34.91952165,138.61388775,71
-35.19724766,138.55098536,71
-27.59359492,153.23056248,71
-27.0797,153.159,71
-27.47703221,153.01860444,71
-37.7833,145.433,71
-37.81031,144.97003,71
-31.954,115.876,71
-32.05421,115.74826,71
-32.2833,115.717,71
-33.8389,151.217,71
-33.85448673,151.20932136,71
-34.2539,150.974,71
-33.8929,151.1991899,71
-33.91872,151.25826,71
-33.81093,151.19681,71
-33.45,151.45,71
-34.98026775,138.51047239,70
-27.46950532,153.02516038,70
-35.30765546,149.19044843,70
-35.30756635,149.19052983,70
-35.27,149.15833333,70
-35.29672113,149.13016969,70
-37.8474,144.969,70
-37.77233134,144.95687198,70
-37.89264,144.98819,70
-37.789,144.999,70
-37.75,144.967,70
-37.79877608,144.96217038,70
-31.9813643,115.86304201,70
-31.77630046,115.82257032,70
-33.9162899,151.19991,70
-33.79862576,151.28565431,70
-33.8799,151.216,70
-33.86933333,151.18577778,70
-35,138.717,69
-27.25246,152.8434,69
-27.4647943,153.00959587,69
-27.50048698,153.035374,69
-27.73299,153.2143199,69
-37.9168282,145.1452637,69
-37.81098938,144.96982354,69
-37.67253,144.99747,69
-37.76230978,144.97359037,69
-32.36905,115.758,69
-33.93433088,151.1796,69
-33.88487818,151.20069303,69
-33.86770574,151.20773362,69
-33.95213034,151.21379873,69
-33.9107923,151.19433192,69
-34.764,138.608,68
-34.9112,138.707,68
-34.87512041,138.50413438,68
-27.4833,153.058,68
-27.44272,153.02807,68
-27.8659424,153.31958428,68
-37.97530359,145.01631744,68
-37.83335,144.96032,68
-31.9714,115.894,68
-33.7315047,151.29476155,68
-33.87694,151.2336599,68
-33.86764451,151.21440702,68
-33.869,151.20666,68
-34.9344,138.597,67
-27.55563593,153.08119756,67
-27.6333,153.233,67
-27.5217,153.233,67
-42.89190424,147.33369655,67
-42.88579131,147.33245373,67
-37.78953145,144.9290137,67
-37.81543,144.9547399,67
-37.8636589,144.9857941,67
-37.59294758,144.91417408,67
-37.80994037,144.96485192,67
-31.94816,115.86473,67
-33.84191196,150.98921126,67
-33.87622347,151.17788315,67
-33.897735,151.19549,67
-33.86169,151.20768,67
-33.80717696,150.86719447,67
-34.91398955,138.60627084,66
-34.85,138.467,66
-27.32098,153.06769,66
-27.49718734,153.03943386,66
-35.24992466,149.10248864,66
-42.86531973,147.33084261,66
-37.7,144.933,66
-37.8064899,144.98248,66
-31.95,115.8,66
-32.05375,115.74464,66
-33.73122281,151.0056985,66
-33.78159749,151.28868769,66
-33.8667,151.283,66
-33.868611,151.154722,66
-33.87507,151.21586,66
-33.8688183,151.209295,66
-33.88363423,151.0130775,66
-33.8642687,151.20438337,66
-34.91750208,138.59428883,65
-35.15,138.467,65
-27.4866,152.984,65
-27.51806928,152.99833766,65
-35.24633591,149.10129653,65
-35.28141735,149.13078391,65
-37.81127,144.95647,65
-37.81984869,144.98394767,65
-37.81483248,144.94238064,65
-37.90031,145.10576,65
-38.1833,145.083,65
-37.8325699,144.95937,65
-37.82477538,144.95720401,65
-37.6758499,144.43887,65
-31.95201,115.85823,65
-31.91011195,115.82445224,65
-33.86973853,151.20157242,65
-34.62376057,138.74944108,64
-34.75506494,138.67874622,64
-34.92038215,138.60383277,64
-27.47052198,153.02521839,64
-27.34223605,153.07046132,64
-37.8167,145.033,64
-37.8659782,144.982132,64
-37.79598,145.2822,64
-38.04411683,145.12457012,64
-37.81898866,144.96601582,64
-37.80021,144.98387,64
